"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AKS","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","AKS","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","AKS","System.Collections.Generic.List`1[System.String]",,"AKS","C:\PROJECTS\Backup_H2\AKS","Backup_H2","True","C:\","","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 5:33:40 PM","11/27/2022 6:33:40 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","AZL","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","AZL","System.Collections.Generic.List`1[System.String]",,"AZL","C:\PROJECTS\Backup_H2\AZL","Backup_H2","True","C:\","","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","BAV","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","BAV","System.Collections.Generic.List`1[System.String]",,"BAV","C:\PROJECTS\Backup_H2\BAV","Backup_H2","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\FGO","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","FGO","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","FGO","System.Collections.Generic.List`1[System.String]",,"FGO","C:\PROJECTS\Backup_H2\FGO","Backup_H2","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GBF","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","GBF","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","GBF","System.Collections.Generic.List`1[System.String]",,"GBF","C:\PROJECTS\Backup_H2\GBF","Backup_H2","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","GSI","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","GSI","System.Collections.Generic.List`1[System.String]",,"GSI","C:\PROJECTS\Backup_H2\GSI","Backup_H2","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:15 PM","6/1/2023 6:11:15 AM","6/1/2023 4:11:15 PM","6/1/2023 6:11:15 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Named","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","Named","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Named","System.Collections.Generic.List`1[System.String]",,"Named","C:\PROJECTS\Backup_H2\Named","Backup_H2","True","C:\","","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:15 PM","6/1/2023 6:11:15 AM","6/1/2023 4:11:15 PM","6/1/2023 6:11:15 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\output","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","output","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","output","System.Collections.Generic.List`1[System.String]",,"output","C:\PROJECTS\Backup_H2\output","Backup_H2","True","C:\","","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:15 PM","6/1/2023 6:11:15 AM","6/1/2023 4:11:15 PM","6/1/2023 6:11:15 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\PCC","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","PCC","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","PCC","System.Collections.Generic.List`1[System.String]",,"PCC","C:\PROJECTS\Backup_H2\PCC","Backup_H2","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:16 PM","6/1/2023 6:11:16 AM","6/1/2023 4:11:16 PM","6/1/2023 6:11:16 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Unnamed","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","Unnamed","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Unnamed","System.Collections.Generic.List`1[System.String]",,"Unnamed","C:\PROJECTS\Backup_H2\Unnamed","Backup_H2","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:17 PM","6/1/2023 6:11:17 AM","6/1/2023 4:11:17 PM","6/1/2023 6:11:17 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","Z-ANI","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Z-ANI","System.Collections.Generic.List`1[System.String]",,"Z-ANI","C:\PROJECTS\Backup_H2\Z-ANI","Backup_H2","True","C:\","","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","Z-Miscellaneous","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Z-Miscellaneous","System.Collections.Generic.List`1[System.String]",,"Z-Miscellaneous","C:\PROJECTS\Backup_H2\Z-Miscellaneous","Backup_H2","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","Z-Z-Template-Folders","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Z-Z-Template-Folders","System.Collections.Generic.List`1[System.String]",,"Z-Z-Template-Folders","C:\PROJECTS\Backup_H2\Z-Z-Template-Folders","Backup_H2","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Z-Website","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","Z-Z-Z-Website","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Z-Z-Z-Website","System.Collections.Generic.List`1[System.String]",,"Z-Z-Z-Website","C:\PROJECTS\Backup_H2\Z-Z-Z-Website","Backup_H2","True","C:\","","6/1/2023 4:10:51 PM","6/1/2023 6:10:51 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Z-Z-Z-Z-output","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","Z-Z-Z-Z-Z-Z-output","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Z-Z-Z-Z-Z-Z-output","System.Collections.Generic.List`1[System.String]",,"Z-Z-Z-Z-Z-Z-output","C:\PROJECTS\Backup_H2\Z-Z-Z-Z-Z-Z-output","Backup_H2","True","C:\","","6/1/2023 4:10:54 PM","6/1/2023 6:10:54 AM","6/1/2023 4:11:20 PM","6/1/2023 6:11:20 AM","4/12/2023 10:16:19 PM","4/12/2023 12:16:19 PM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\context.txt","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","context.txt","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","context","System.Collections.Generic.List`1[System.String]",,"context.txt","C:\PROJECTS\Backup_H2\context.txt",,"True",,".txt","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:11 PM","6/1/2023 6:11:11 AM","12/25/2022 12:32:42 PM","12/25/2022 1:32:42 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\NameGen.ps1","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","NameGen.ps1","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","NameGen","System.Collections.Generic.List`1[System.String]",,"NameGen.ps1","C:\PROJECTS\Backup_H2\NameGen.ps1",,"True",,".ps1","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/26/2022 3:01:02 AM","12/25/2022 4:01:02 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\questionable.ps1","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","questionable.ps1","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","questionable","System.Collections.Generic.List`1[System.String]",,"questionable.ps1","C:\PROJECTS\Backup_H2\questionable.ps1",,"True",,".ps1","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","4/12/2023 10:10:32 PM","4/12/2023 12:10:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\TagMap.csv","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","TagMap.csv","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","TagMap","System.Collections.Generic.List`1[System.String]",,"TagMap.csv","C:\PROJECTS\Backup_H2\TagMap.csv",,"True",,".csv","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/28/2023 5:35:36 PM","1/28/2023 6:35:36 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\TagMap.xlsx","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2","TagMap.xlsx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","TagMap","System.Collections.Generic.List`1[System.String]",,"TagMap.xlsx","C:\PROJECTS\Backup_H2\TagMap.xlsx",,"True",,".xlsx","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/19/2022 2:22:06 PM","12/19/2022 3:22:06 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL","Bremerton","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Bremerton","System.Collections.Generic.List`1[System.String]",,"Bremerton","C:\PROJECTS\Backup_H2\AZL\Bremerton","AZL","True","C:\","","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL","Formidable","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Formidable","System.Collections.Generic.List`1[System.String]",,"Formidable","C:\PROJECTS\Backup_H2\AZL\Formidable","AZL","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\AZL\????","AZL","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\AZL\??","AZL","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL","??(???????)","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??(???????)","System.Collections.Generic.List`1[System.String]",,"??(???????)","C:\PROJECTS\Backup_H2\AZL\??(???????)","AZL","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\AZL\??","AZL","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\AZL\Bremerton\???","Bremerton","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\AZL\Bremerton\????","Bremerton","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4abafcl.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","ae1bn2nl3PK4abafcl.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2nl3PK4abafcl","System.Collections.Generic.List`1[System.String]",,"ae1bn2nl3PK4abafcl.jpg","C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4abafcl.jpg",,"True",,".jpg","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/28/2022 12:17:28 AM","11/27/2022 1:17:28 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4abclcvez.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","ae1bn2nl3PK4abclcvez.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2nl3PK4abclcvez","System.Collections.Generic.List`1[System.String]",,"ae1bn2nl3PK4abclcvez.jpg","C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4abclcvez.jpg",,"True",,".jpg","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 11:59:50 PM","11/27/2022 12:59:50 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4abebkl)gbefcx.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","ae1bn2nl3PK4abebkl)gbefcx.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2nl3PK4abebkl)gbefcx","System.Collections.Generic.List`1[System.String]",,"ae1bn2nl3PK4abebkl)gbefcx.jpg","C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4abebkl)gbefcx.jpg",,"True",,".jpg","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/28/2022 12:00:58 AM","11/27/2022 1:00:58 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4abkl)mbcncp.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","ae1bn2nl3PK4abkl)mbcncp.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2nl3PK4abkl)mbcncp","System.Collections.Generic.List`1[System.String]",,"ae1bn2nl3PK4abkl)mbcncp.jpg","C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4abkl)mbcncp.jpg",,"True",,".jpg","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/28/2022 12:01:18 AM","11/27/2022 1:01:18 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4cnabcvez.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","ae1bn2nl3PK4cnabcvez.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2nl3PK4cnabcvez","System.Collections.Generic.List`1[System.String]",,"ae1bn2nl3PK4cnabcvez.png","C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4cnabcvez.png",,"True",,".png","6/1/2023 4:10:46 PM","6/1/2023 6:10:46 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/28/2022 12:01:20 AM","11/27/2022 1:01:20 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4cvabcjep.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","ae1bn2nl3PK4cvabcjep.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2nl3PK4cvabcjep","System.Collections.Generic.List`1[System.String]",,"ae1bn2nl3PK4cvabcjep.png","C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4cvabcjep.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/14/2023 1:22:26 AM","1/13/2023 2:22:26 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4cvingpgbabcjef.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton","ae1bn2nl3PK4cvingpgbabcjef.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2nl3PK4cvingpgbabcjef","System.Collections.Generic.List`1[System.String]",,"ae1bn2nl3PK4cvingpgbabcjef.png","C:\PROJECTS\Backup_H2\AZL\Bremerton\ae1bn2nl3PK4cvingpgbabcjef.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/14/2023 2:31:36 AM","1/13/2023 3:31:36 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\???\ae1bn2DS3PK4cvabebefedcl.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\???","ae1bn2DS3PK4cvabebefedcl.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2DS3PK4cvabebefedcl","System.Collections.Generic.List`1[System.String]",,"ae1bn2DS3PK4cvabebefedcl.jpg","C:\PROJECTS\Backup_H2\AZL\Bremerton\???\ae1bn2DS3PK4cvabebefedcl.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/14/2023 1:51:52 AM","1/13/2023 2:51:52 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\????\ae1bn2SBL3PK4cvabmdgpgb.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Bremerton\????","ae1bn2SBL3PK4cvabmdgpgb.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1bn2SBL3PK4cvabmdgpgb","System.Collections.Generic.List`1[System.String]",,"ae1bn2SBL3PK4cvabmdgpgb.jpg","C:\PROJECTS\Backup_H2\AZL\Bremerton\????\ae1bn2SBL3PK4cvabmdgpgb.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/14/2023 2:30:28 AM","1/13/2023 3:30:28 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\AZL\Formidable\????","Formidable","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\AZL\Formidable\???","Formidable","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\ae1fe2nl3WE4abalcv.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable","ae1fe2nl3WE4abalcv.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1fe2nl3WE4abalcv","System.Collections.Generic.List`1[System.String]",,"ae1fe2nl3WE4abalcv.png","C:\PROJECTS\Backup_H2\AZL\Formidable\ae1fe2nl3WE4abalcv.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 6:21:46 PM","11/27/2022 7:21:46 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\ae1fe2nl3WE4cvabalcl.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable","ae1fe2nl3WE4cvabalcl.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1fe2nl3WE4cvabalcl","System.Collections.Generic.List`1[System.String]",,"ae1fe2nl3WE4cvabalcl.png","C:\PROJECTS\Backup_H2\AZL\Formidable\ae1fe2nl3WE4cvabalcl.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 11:37:08 PM","11/27/2022 12:37:08 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\ae1fe2nl3WE4cvalabgbcp.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable","ae1fe2nl3WE4cvalabgbcp.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1fe2nl3WE4cvalabgbcp","System.Collections.Generic.List`1[System.String]",,"ae1fe2nl3WE4cvalabgbcp.jpg","C:\PROJECTS\Backup_H2\AZL\Formidable\ae1fe2nl3WE4cvalabgbcp.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 11:47:34 PM","11/27/2022 12:47:34 PM","Archive"
