"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???\AI1chisato2ds3be4hbsh.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???","AI1chisato2ds3be4hbsh.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","AI1chisato2ds3be4hbsh","System.Collections.Generic.List`1[System.String]",,"AI1chisato2ds3be4hbsh.png","C:\PROJECTS\Backup_H2\Z-ANI\???????\???\AI1chisato2ds3be4hbsh.png",,"True",,".png","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 6:31:36 PM","11/27/2022 7:31:36 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???\100753467_p0.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???","100753467_p0.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","100753467_p0","System.Collections.Generic.List`1[System.String]",,"100753467_p0.png","C:\PROJECTS\Backup_H2\Z-ANI\???????\???\100753467_p0.png",,"True",,".png","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 11:30:10 PM","11/27/2022 12:30:10 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???\101356041_p0.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???","101356041_p0.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","101356041_p0","System.Collections.Generic.List`1[System.String]",,"101356041_p0.png","C:\PROJECTS\Backup_H2\Z-ANI\???????\???\101356041_p0.png",,"True",,".png","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 7:37:44 PM","11/27/2022 8:37:44 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???\99988850_p0.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???","99988850_p0.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","99988850_p0","System.Collections.Generic.List`1[System.String]",,"99988850_p0.png","C:\PROJECTS\Backup_H2\Z-ANI\???????\???\99988850_p0.png",,"True",,".png","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 11:30:38 PM","11/27/2022 12:30:38 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\????\100807976_p0.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\????","100807976_p0.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","100807976_p0","System.Collections.Generic.List`1[System.String]",,"100807976_p0.png","C:\PROJECTS\Backup_H2\Z-ANI\???????\????\100807976_p0.png",,"True",,".png","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 7:47:56 PM","11/27/2022 8:47:56 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\Z-ANI\???????\???","???????","True","C:\","","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???\101968013_p0.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???","101968013_p0.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","101968013_p0","System.Collections.Generic.List`1[System.String]",,"101968013_p0.jpg","C:\PROJECTS\Backup_H2\Z-ANI\???????\???\101968013_p0.jpg",,"True",,".jpg","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 11:44:52 PM","11/27/2022 12:44:52 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\Z-ANI\???????\????","???????","True","C:\","","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\????\100916147_p0.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\????","100916147_p0.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","100916147_p0","System.Collections.Generic.List`1[System.String]",,"100916147_p0.jpg","C:\PROJECTS\Backup_H2\Z-ANI\???????\????\100916147_p0.jpg",,"True",,".jpg","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 7:46:42 PM","11/27/2022 8:46:42 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\?????\ai1nl2nl3SR4alahab-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\?????","ai1nl2nl3SR4alahab-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ai1nl2nl3SR4alahab-S","System.Collections.Generic.List`1[System.String]",,"ai1nl2nl3SR4alahab-S.jpg","C:\PROJECTS\Backup_H2\Z-ANI\?????\ai1nl2nl3SR4alahab-S.jpg",,"True",,".jpg","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","1/4/2023 1:26:18 PM","1/4/2023 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\Z-ANI\???????\???","???????","True","C:\","","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???\102739267_p0.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-ANI\???????\???","102739267_p0.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","102739267_p0","System.Collections.Generic.List`1[System.String]",,"102739267_p0.jpg","C:\PROJECTS\Backup_H2\Z-ANI\???????\???\102739267_p0.jpg",,"True",,".jpg","6/1/2023 4:10:53 PM","6/1/2023 6:10:53 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 6:10:50 PM","11/27/2022 7:10:50 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous","?","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?","System.Collections.Generic.List`1[System.String]",,"?","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","Z-Miscellaneous","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous","?","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?","System.Collections.Generic.List`1[System.String]",,"?","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","Z-Miscellaneous","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous","?","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?","System.Collections.Generic.List`1[System.String]",,"?","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","Z-Miscellaneous","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous","?","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?","System.Collections.Generic.List`1[System.String]",,"?","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","Z-Miscellaneous","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\????","?","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","?","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","?","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\?????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","?????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?????","System.Collections.Generic.List`1[System.String]",,"?????","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\?????","?","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","?","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\????\MS1nl2SFB3SR4hbfafk.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\????","MS1nl2SFB3SR4hbfafk.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","MS1nl2SFB3SR4hbfafk","System.Collections.Generic.List`1[System.String]",,"MS1nl2SFB3SR4hbfafk.png","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\????\MS1nl2SFB3SR4hbfafk.png",,"True",,".png","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 7:34:32 PM","11/27/2022 8:34:32 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\MS1ms2DS3BK4nbfkaomk.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","MS1ms2DS3BK4nbfkaomk.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","MS1ms2DS3BK4nbfkaomk","System.Collections.Generic.List`1[System.String]",,"MS1ms2DS3BK4nbfkaomk.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\MS1ms2DS3BK4nbfkaomk.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","12/17/2022 10:21:36 PM","12/17/2022 11:21:36 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\ms1ms2my3lp4hblhceuidh.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","ms1ms2my3lp4hblhceuidh.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2my3lp4hblhceuidh","System.Collections.Generic.List`1[System.String]",,"ms1ms2my3lp4hblhceuidh.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\ms1ms2my3lp4hblhceuidh.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 6:16:00 PM","11/27/2022 7:16:00 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\ms1ms2my3PK4hbfk.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","ms1ms2my3PK4hbfk.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2my3PK4hbfk","System.Collections.Generic.List`1[System.String]",,"ms1ms2my3PK4hbfk.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\ms1ms2my3PK4hbfk.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 6:26:38 PM","11/27/2022 7:26:38 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\ms1ms2MY3PK4hbhjao.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","ms1ms2MY3PK4hbhjao.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2MY3PK4hbhjao","System.Collections.Generic.List`1[System.String]",,"ms1ms2MY3PK4hbhjao.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\ms1ms2MY3PK4hbhjao.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 6:23:28 PM","11/27/2022 7:23:28 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\?????\ms1ms2RCG3BE4hblhpymnfkuiaodhre.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\?????","ms1ms2RCG3BE4hblhpymnfkuiaodhre.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2RCG3BE4hblhpymnfkuiaodhre","System.Collections.Generic.List`1[System.String]",,"ms1ms2RCG3BE4hblhpymnfkuiaodhre.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\?????\ms1ms2RCG3BE4hblhpymnfkuiaodhre.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 6:15:22 PM","11/27/2022 7:15:22 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\ms1ms2CG3PK4hbtwfk.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???","ms1ms2CG3PK4hbtwfk.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2CG3PK4hbtwfk","System.Collections.Generic.List`1[System.String]",,"ms1ms2CG3PK4hbtwfk.png","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\???\ms1ms2CG3PK4hbtwfk.png",,"True",,".png","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 6:24:52 PM","11/27/2022 7:24:52 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\ms1ms2nl3GY4gdabclalaf-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","ms1ms2nl3GY4gdabclalaf-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2nl3GY4gdabclalaf-S","System.Collections.Generic.List`1[System.String]",,"ms1ms2nl3GY4gdabclalaf-S.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\ms1ms2nl3GY4gdabclalaf-S.jpg",,"True",,".jpg","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","1/4/2023 1:18:36 PM","1/4/2023 2:18:36 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\ms1ms2nl3LB4adepahgt-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","ms1ms2nl3LB4adepahgt-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2nl3LB4adepahgt-S","System.Collections.Generic.List`1[System.String]",,"ms1ms2nl3LB4adepahgt-S.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\ms1ms2nl3LB4adepahgt-S.jpg",,"True",,".jpg","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","12/28/2022 12:27:04 AM","12/27/2022 1:27:04 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\ms1ms2nl3WE4hblemt.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","ms1ms2nl3WE4hblemt.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2nl3WE4hblemt","System.Collections.Generic.List`1[System.String]",,"ms1ms2nl3WE4hblemt.png","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\ms1ms2nl3WE4hblemt.png",,"True",,".png","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:18 PM","6/1/2023 6:11:18 AM","11/27/2022 5:47:50 PM","11/27/2022 6:47:50 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\ms1ms2nl3BK4mzabavafmhax-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","ms1ms2nl3BK4mzabavafmhax-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ms1ms2nl3BK4mzabavafmhax-S","System.Collections.Generic.List`1[System.String]",,"ms1ms2nl3BK4mzabavafmhax-S.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\ms1ms2nl3BK4mzabavafmhax-S.jpg",,"True",,".jpg","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","1/19/2023 9:33:24 AM","1/18/2023 10:33:24 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\RDT_20220911_0426458564405965524739005.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Miscellaneous\?","RDT_20220911_0426458564405965524739005.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","RDT_20220911_0426458564405965524739005","System.Collections.Generic.List`1[System.String]",,"RDT_20220911_0426458564405965524739005.jpg","C:\PROJECTS\Backup_H2\Z-Miscellaneous\?\RDT_20220911_0426458564405965524739005.jpg",,"True",,".jpg","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","11/27/2022 5:48:44 PM","11/27/2022 6:48:44 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\Z-???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders","Z-???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","Z-???","System.Collections.Generic.List`1[System.String]",,"Z-???","C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\Z-???","Z-Z-Template-Folders","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\????","Z-Z-Template-Folders","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","11/27/2022 6:57:18 PM","11/27/2022 7:57:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\????","Z-Z-Template-Folders","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","11/27/2022 6:55:28 PM","11/27/2022 7:55:28 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\???","Z-Z-Template-Folders","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","11/27/2022 6:31:54 PM","11/27/2022 7:31:54 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\???","Z-Z-Template-Folders","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","11/27/2022 6:15:26 PM","11/27/2022 7:15:26 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\Z-Z-Template-Folders","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\Z-Z-Template-Folders\????","Z-Z-Template-Folders","True","C:\","","6/1/2023 4:10:50 PM","6/1/2023 6:10:50 AM","6/1/2023 4:11:19 PM","6/1/2023 6:11:19 AM","11/27/2022 7:09:52 PM","11/27/2022 8:09:52 AM","Directory"
